1 399.0000000000 0.0050000000 0.0 0.0 
2 2232.5660000000 0.0279770175 501.9919955613 0.0062906265 
3 6088.1950000000 0.0762931704 1524.4479993354 0.0191033584 
4 10834.7050000000 0.1357732456 2440.8559928748 0.0305871678 
5 14176.7590000000 0.1776536216 2426.7120414774 0.0304099253 
6 14568.3070000000 0.1825602381 1605.6757528761 0.0201212500 
7 12269.2080000000 0.1537494737 1329.8199629536 0.0166644106 
8 8715.2610000000 0.1092137970 1811.8423268862 0.0227047911 
9 5336.4020000000 0.0668722055 1924.5162460154 0.0241167449 
10 2859.8040000000 0.0358371429 1592.4610625757 0.0199556524 
11 1366.0870000000 0.0171188847 1096.2943558852 0.0137380245 
12 591.5970000000 0.0074134962 666.1389837990 0.0083476063 
13 233.4890000000 0.0029259273 368.7365869419 0.0046207592 
14 86.0790000000 0.0010786842 191.8319114257 0.0024039087 
15 30.0220000000 0.0003762155 93.8892683469 0.0011765572 
16 9.3400000000 0.0001170426 40.8519434211 0.0005119291 
17 2.5220000000 0.0000316040 14.6352214095 0.0001833988 
18 0.5580000000 0.0000069925 4.2512008549 0.0000532732 
19 0.0900000000 0.0000011278 0.9792133878 0.0000122708 
20 0.0090000000 0.0000001128 0.1815267252 0.0000022748 
21 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
22 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
23 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
24 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
25 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
26 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
27 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
28 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
29 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
30 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
31 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
32 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
33 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
34 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
35 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
36 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
37 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
38 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
39 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
40 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
41 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
42 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
43 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
44 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
45 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
46 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
47 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
48 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
49 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
50 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
51 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
52 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
53 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
54 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
